,Timestamp,Impressions
0,2021-10-26 10:51:23,51418
1,2021-10-26 10:51:23,51418
2,2021-10-26 10:51:49,52980
3,2021-10-26 10:53:14,53426
4,2021-10-26 10:53:57,53443
5,2021-10-26 10:54:14,54433
6,2021-10-26 10:54:23,54503
7,2021-10-26 10:54:49,54531
8,2021-10-26 10:55:11,54668
9,2021-10-26 10:55:19,54957
10,2021-10-26 10:56:17,57056
11,2021-10-26 10:56:39,75699
12,2021-10-26 10:56:51,75961
13,2021-10-26 10:58:00,76100
14,2021-10-26 10:58:19,76764
15,2021-10-26 10:59:44,76867
16,2021-10-26 11:00:43,77057
17,2021-10-26 11:01:04,77115
18,2021-10-26 11:03:11,77199
19,2021-10-26 11:04:27,77320
20,2021-10-26 11:05:17,77408
21,2021-10-26 11:05:41,78078
22,2021-10-26 11:05:48,78106
23,2021-10-26 11:06:03,90964
24,2021-10-26 11:06:10,90968
25,2021-10-26 11:10:24,91308
26,2021-10-26 11:11:08,91326
27,2021-10-26 11:11:36,91393
28,2021-10-26 11:12:04,91429
29,2021-10-26 11:12:32,91754
30,2021-10-26 11:13:19,91977
31,2021-10-26 11:13:49,92004
32,2021-10-26 11:14:19,92023
33,2021-10-26 11:21:28,92039
34,2021-10-26 11:22:27,92063
35,2021-10-26 11:23:40,92114
36,2021-10-26 11:25:03,92413
37,2021-10-26 11:26:16,92492
38,2021-10-26 11:27:38,93425
39,2021-10-26 11:29:29,94188
40,2021-10-26 11:30:00,94336
41,2021-10-26 11:30:44,94470
42,2021-10-26 11:32:37,94625
43,2021-10-26 11:33:09,94778
44,2021-10-26 11:33:30,94861
45,2021-10-26 11:34:00,95031
46,2021-10-26 11:34:50,95032
47,2021-10-26 11:34:56,95066
48,2021-10-26 11:34:57,95100
49,2021-10-26 11:35:09,95611
50,2021-10-26 11:35:50,95777
51,2021-10-26 11:36:33,95789
52,2021-10-26 11:39:37,96248
53,2021-10-26 11:41:26,96376
54,2021-10-26 11:45:12,96946
55,2021-10-26 11:45:23,97033
56,2021-10-26 11:45:53,100431
57,2021-10-26 11:46:45,100796
58,2021-10-26 11:48:10,100915
59,2021-10-26 11:48:37,101338
60,2021-10-26 11:48:45,101407
61,2021-10-26 11:49:46,101468
62,2021-10-26 11:51:23,101543
63,2021-10-26 11:52:20,102347
64,2021-10-26 11:58:51,102903
65,2021-10-26 12:04:32,102903
66,2021-10-26 12:09:09,105954
67,2021-10-26 12:11:54,106031
68,2021-10-26 12:12:29,106117
69,2021-10-26 12:15:55,106174
70,2021-10-26 12:16:00,106245
71,2021-10-26 12:17:02,106799
72,2021-10-26 12:18:38,107306
73,2021-10-26 12:22:34,107318
74,2021-10-26 12:27:01,107460
75,2021-10-26 12:30:24,108921
76,2021-10-26 12:30:27,116976
77,2021-10-26 12:36:24,117005
78,2021-10-26 12:43:31,117118
79,2021-10-26 12:43:42,117382
80,2021-10-26 12:45:40,117399
81,2021-10-26 12:47:12,117422
82,2021-10-26 12:48:59,117679
83,2021-10-26 12:49:51,119513
84,2021-10-26 12:49:53,119585
85,2021-10-26 12:50:26,120126
86,2021-10-26 12:50:34,120313
87,2021-10-26 12:51:44,120438
88,2021-10-26 12:53:15,120454
89,2021-10-26 12:53:20,120507
90,2021-10-26 13:03:03,122799
91,2021-10-26 13:04:09,122847
92,2021-10-26 13:05:30,122887
93,2021-10-26 13:08:19,122906
94,2021-10-26 13:09:12,122952
95,2021-10-26 13:10:08,123008
96,2021-10-26 13:11:45,124111
97,2021-10-26 13:18:57,124184
98,2021-10-26 13:22:06,124194
99,2021-10-26 13:23:52,124429
100,2021-10-26 13:25:15,126211
101,2021-10-26 13:27:33,126371
102,2021-10-26 13:29:46,126408
103,2021-10-26 13:32:41,126427
104,2021-10-26 13:53:42,126443
105,2021-10-26 13:58:48,126698
106,2021-10-26 14:09:54,126755
107,2021-10-26 14:18:39,126758
108,2021-10-26 14:18:41,126762
109,2021-10-26 14:24:13,127021
110,2021-10-26 14:34:15,127164
111,2021-10-26 14:59:25,127171
112,2021-10-26 15:03:49,127199
113,2021-10-26 15:06:29,127280
114,2021-10-26 15:14:30,127328
115,2021-10-26 15:18:41,127424
116,2021-10-26 15:23:41,151794
117,2021-10-26 15:24:51,152005
118,2021-10-26 15:25:17,152692
119,2021-10-26 15:31:48,152733
120,2021-10-26 15:37:36,152876
121,2021-10-26 15:42:43,152959
122,2021-10-26 15:44:35,155714
123,2021-10-26 15:45:00,155737
124,2021-10-26 15:48:13,155977
125,2021-10-26 15:53:01,156067
126,2021-10-26 15:55:54,157186
127,2021-10-26 15:58:39,157190
128,2021-10-26 16:03:57,157197
129,2021-10-26 16:19:26,157234
130,2021-10-26 16:21:03,157374
131,2021-10-26 16:21:15,157414
132,2021-10-26 16:26:38,157464
133,2021-10-26 16:28:09,157571
134,2021-10-26 16:34:59,158259
135,2021-10-26 16:36:19,160661
136,2021-10-26 16:51:47,160698
137,2021-10-26 16:52:17,160723
138,2021-10-26 17:11:11,160931
139,2021-10-26 17:13:39,161193
140,2021-10-26 17:13:49,161217
141,2021-10-26 17:21:20,162873
142,2021-10-26 17:38:06,164347
143,2021-10-26 17:39:43,165085
144,2021-10-26 17:41:41,165190
145,2021-10-26 17:42:12,165393
146,2021-10-26 17:43:38,165973
147,2021-10-26 17:43:38,166017
148,2021-10-26 17:43:56,166608
149,2021-10-26 17:44:59,166613
150,2021-10-26 17:46:57,166660
151,2021-10-26 17:47:01,166670
152,2021-10-26 17:48:15,166676
153,2021-10-26 17:49:59,167029
154,2021-10-26 17:51:41,167036
155,2021-10-26 17:55:54,167053
156,2021-10-26 17:56:18,167234
157,2021-10-26 18:02:00,168001
158,2021-10-26 18:02:34,168513
159,2021-10-26 18:04:17,168587
160,2021-10-26 18:05:55,168736
161,2021-10-26 18:10:50,168744
162,2021-10-26 18:20:31,168812
163,2021-10-26 18:24:29,168847
164,2021-10-26 18:27:14,168883
165,2021-10-26 18:38:00,168896
166,2021-10-26 18:46:06,168927
167,2021-10-26 18:49:52,168935
168,2021-10-26 18:56:03,169287
169,2021-10-26 18:57:19,169317
170,2021-10-26 18:59:01,169804
171,2021-10-26 19:04:40,169908
172,2021-10-26 19:05:10,169993
173,2021-10-26 19:07:15,170357
174,2021-10-26 19:10:44,170360
175,2021-10-26 19:12:12,171811
176,2021-10-26 19:14:07,171912
177,2021-10-26 19:18:57,171928
178,2021-10-26 19:24:52,171930
179,2021-10-26 19:29:28,172794
180,2021-10-26 19:33:46,173005
181,2021-10-26 19:35:43,173607
182,2021-10-26 19:36:52,173621
183,2021-10-26 19:38:11,177195
184,2021-10-26 19:39:04,177254
185,2021-10-26 19:47:51,177474
186,2021-10-26 19:53:00,177692
187,2021-10-26 20:02:49,177714
188,2021-10-26 20:03:05,177786
189,2021-10-26 20:13:12,177832
