,Timestamp,Impressions
0,2021-09-09 19:16:33,7015
1,2021-09-09 19:16:58,7015
2,2021-09-09 19:20:13,7090
3,2021-09-09 19:21:31,8722
4,2021-09-09 19:22:30,9057
5,2021-09-09 19:27:30,9727
6,2021-09-09 19:27:56,11580
7,2021-09-09 19:28:06,13178
8,2021-09-09 19:29:24,13708
9,2021-09-09 19:32:40,13911
10,2021-09-09 19:38:22,14606
11,2021-09-09 19:38:56,16354
12,2021-09-09 19:46:43,16739
13,2021-09-09 19:50:16,17745
14,2021-09-09 19:56:09,17875
15,2021-09-09 20:11:10,18481
16,2021-09-09 20:20:09,20278
17,2021-09-09 20:34:40,20958
18,2021-09-09 20:36:40,21009
19,2021-09-09 20:57:17,21650
20,2021-09-09 21:40:27,22786
21,2021-09-09 21:45:02,22786
22,2021-09-09 22:01:49,23353
23,2021-09-09 22:49:53,24303
24,2021-09-10 02:27:08,26817
25,2021-09-10 04:25:28,28938
26,2021-09-10 04:26:25,29323
27,2021-09-10 04:48:16,29596
28,2021-09-10 05:02:26,30258
29,2021-09-10 05:09:32,31357
30,2021-09-10 05:14:05,31961
31,2021-09-10 05:30:19,31961
32,2021-09-10 05:49:42,32095
33,2021-09-10 08:43:36,47295
34,2021-09-10 08:44:52,47738
35,2021-09-10 08:46:09,48159
36,2021-09-10 08:48:53,48273
37,2021-09-10 08:49:04,48384
38,2021-09-10 08:50:56,48524
39,2021-09-10 08:59:39,48524
40,2021-09-10 09:03:48,48674
41,2021-09-10 09:08:24,48743
42,2021-09-10 09:20:44,48774
43,2021-09-10 09:44:09,48812
44,2021-09-10 09:52:54,49612
45,2021-09-10 09:54:21,50324
46,2021-09-10 09:54:41,50693
47,2021-09-10 09:56:16,51002
48,2021-09-10 10:04:00,51172
49,2021-09-10 10:05:31,51172
50,2021-09-10 10:12:40,51247
51,2021-09-10 10:30:32,51622
52,2021-09-10 11:10:04,51622
53,2021-09-10 11:11:41,53496
54,2021-09-10 11:16:18,53496
55,2021-09-10 11:16:54,53715
56,2021-09-10 11:21:05,53834
57,2021-09-10 11:21:56,53834
58,2021-09-10 11:22:12,54361
59,2021-09-10 11:23:22,54361
60,2021-09-10 11:23:31,55249
61,2021-09-10 11:24:40,55393
62,2021-09-10 11:25:17,55393
63,2021-09-10 11:35:49,55663
64,2021-09-10 11:37:42,55861
65,2021-09-10 11:59:12,55863
66,2021-09-10 11:59:47,55903
67,2021-09-10 12:00:02,73734
68,2021-09-10 12:12:17,74514
69,2021-09-10 12:17:21,74538
70,2021-09-10 12:19:47,74603
71,2021-09-10 12:29:16,74637
72,2021-09-10 12:33:09,74717
73,2021-09-10 12:35:16,74910
74,2021-09-10 12:41:06,76732
75,2021-09-10 12:41:31,77323
76,2021-09-10 12:49:25,77837
77,2021-09-10 12:51:50,78331
78,2021-09-10 13:01:54,78331
79,2021-09-10 13:06:25,78874
80,2021-09-10 13:08:30,80644
81,2021-09-10 13:11:29,80644
82,2021-09-10 13:40:58,81090
83,2021-09-10 13:41:44,81090
84,2021-09-10 13:56:35,81090
85,2021-09-10 14:00:20,81268
86,2021-09-10 14:12:41,81272
87,2021-09-10 14:19:06,81928
88,2021-09-10 14:38:29,82544
89,2021-09-10 14:45:28,82656
90,2021-09-10 14:48:08,82743
91,2021-09-10 14:50:46,83244
92,2021-09-10 15:09:28,83271
93,2021-09-10 16:41:07,83271
94,2021-09-10 16:55:11,83288
95,2021-09-10 17:39:11,83415
96,2021-09-10 18:33:26,83569
97,2021-09-10 20:12:28,83569
98,2021-09-11 00:21:43,83620
99,2021-09-11 10:02:16,84259
100,2021-09-12 11:22:21,84360
101,2021-11-16 17:48:53,84360
102,2021-11-16 17:50:50,84360
103,2021-11-16 17:51:04,84868
104,2021-11-16 17:53:32,86384
105,2021-11-16 17:55:24,86728
106,2021-11-16 17:59:58,87446
107,2021-11-16 18:16:33,87953
108,2021-11-16 18:19:51,88440
109,2021-11-16 19:20:43,90215
110,2021-11-16 19:37:22,90238
111,2021-11-16 19:56:11,90475
112,2021-11-16 20:20:32,90796
113,2021-11-17 07:56:11,90796
114,2021-11-17 09:40:31,90832
115,2021-11-17 19:47:34,90913
116,2021-11-18 12:08:08,90913
117,2021-11-18 14:36:55,91044
118,2021-11-19 15:05:40,91150
