,Timestamp,Impressions
0,2021-11-04 14:49:39,1584
1,2021-11-04 14:51:27,15793
2,2021-11-04 14:53:37,16050
3,2021-11-04 14:53:42,16340
4,2021-11-04 14:54:31,16340
5,2021-11-04 14:54:45,16545
6,2021-11-04 14:54:51,16572
7,2021-11-04 14:55:03,16579
8,2021-11-04 14:55:04,16882
9,2021-11-04 14:55:15,16886
10,2021-11-04 14:56:43,17107
11,2021-11-04 14:58:26,17282
12,2021-11-04 15:00:01,18300
13,2021-11-04 15:00:40,18300
14,2021-11-04 15:01:27,18682
15,2021-11-04 15:01:38,18935
16,2021-11-04 15:02:36,19021
17,2021-11-04 15:04:25,19215
18,2021-11-04 15:04:50,20962
19,2021-11-04 15:06:06,21058
20,2021-11-04 15:07:06,21076
21,2021-11-04 15:12:30,21408
22,2021-11-04 15:18:04,21503
23,2021-11-04 15:21:17,21688
24,2021-11-04 15:21:28,21725
25,2021-11-04 15:21:47,21789
26,2021-11-04 15:22:40,21937
27,2021-11-04 15:26:09,22000
28,2021-11-04 15:29:30,22097
29,2021-11-04 15:31:08,22112
30,2021-11-04 15:32:19,22195
31,2021-11-04 15:32:29,22433
32,2021-11-04 15:37:05,22433
33,2021-11-04 15:38:43,22863
34,2021-11-04 15:40:17,22929
35,2021-11-04 15:40:49,23332
36,2021-11-04 15:42:09,23763
37,2021-11-04 15:43:14,23886
38,2021-11-04 15:43:18,24050
39,2021-11-04 15:47:30,24116
40,2021-11-04 15:51:43,24162
41,2021-11-04 15:53:33,24521
42,2021-11-04 15:55:39,24550
43,2021-11-04 16:01:41,25330
44,2021-11-04 16:02:25,25887
45,2021-11-04 16:08:22,25989
46,2021-11-04 16:16:47,26097
47,2021-11-04 16:28:23,26118
48,2021-11-04 16:32:43,26219
49,2021-11-04 16:34:24,26328
50,2021-11-04 16:35:37,26919
51,2021-11-04 16:41:08,27077
52,2021-11-04 16:44:59,27088
53,2021-11-04 16:52:45,27429
54,2021-11-04 16:54:26,27649
55,2021-11-04 16:56:00,27684
56,2021-11-04 17:08:19,27728
57,2021-11-04 17:11:15,27852
58,2021-11-04 17:11:41,27900
59,2021-11-04 17:13:11,28024
60,2021-11-04 17:15:22,28243
61,2021-11-04 17:17:28,28294
62,2021-11-04 17:18:21,28383
63,2021-11-04 17:18:33,28717
64,2021-11-04 17:20:11,29007
